jitt,jita,RAP,PPQ,sPPQ,vfo,shim,shdb,APQ,sAPQ,vAm,ATRI,FTRI,VTI,SPI,NHR
0.5,39.5,0.3,0.3,0.7,1.4,4.35,0.39,2.8,6.2,22.85,5.35,0.4,8.219999999999999,7.725,12.415
